text,ratings.overall
"['really', 'bad', 'staff', 'unprofessional', 'hotel', 'old', 'ac', 'nt', 'work', 'restaurant', 'expensive', 'internet', 'hassle', 'slow', 'cheap']",1.0
"['service', 'staff', 'terrible', 'aircondition', 'room', 'window', 'room', 'close', 'properly']",1.0
"['convenient', 'downdown', 'location', 'reasonable', 'price', 'unbelievably', 'loud', 'ac']",2.0
"['great', 'hotel', 'good', 'location', 'walking', 'distence', 'almost', 'everything']",4.0
"['quincy', 'may', 'big', 'room', 'spacious', '\n', 'staff', 'frienly', 'helpful']",4.0
"['perfect', 'location', 'excellent', 'service', 'room', 'beautiful', 'cozy']",5.0
"['affordable', 'clean', 'friendly', 'hotel', 'downtown', 'washington', 'dc', 'able', 'walk', 'attraction', 'transport']",4.0
"['excellent', 'place', 'conference', 'take', 'family', 'pool', 'great']",4.0
"['may', '2012', 'threeday', 'work', 'conference', 'arrived', 'nicely', 'appointed', 'room', 'handicap', 'accessible', 'room', 'ok']",4.0
"['really', 'enjoyed', 'stay', 'close', 'metro', 'good', 'restarants', 'close', 'excellent', 'accomadations']",4.0
"['stay', 'paper', 'thin', 'wall', 'tiny', 'bathroom', 'usually', 'like', 'marriotts', 'place', 'horrible']",1.0
"['exceptional', 'room', 'exceptional', 'location', '\n', 'expect', 'marriott', 'brand']",5.0
"['historical', 'nice', 'hotel', 'pleasant', 'customer', 'service', 'plus', 'metro', 'station', 'right', 'hotelvery', 'convenient']",4.0
"['marriotts', 'best', 'nice', 'conference', 'venue', 'vacation', 'excellent', 'location', 'close', 'zoo', 'metro', 'beautiful', 'lobby']",5.0
"['busy', 'exciting', 'convention', 'area', 'quick', 'elevator', 'ride', 'upstairs', 'room', 'relaxation', 'recharging']",5.0
"['large', 'hotel', '3', 'tower', 'clean', 'room', 'lot', 'conference', 'space']",4.0
"['nice', 'hotel', 'good', 'setup', 'hotel', 'room', 'small', 'hard', 'move', 'around', 'hotel', 'hard', 'figure', 'wverything']",3.0
"['beautiful', 'ground', 'lovely', 'interior', 'well', 'located', 'hotel', 'many', 'good', 'place', 'eat', 'within', 'block', 'easy', 'access', 'metro']",5.0
"['lovely', 'immaculate', 'room', 'good', 'service', 'fabulous', 'lobby', 'many', 'great', 'feature', 'including', 'free', 'wireless', 'printer', 'big', 'screen', 'tv']",5.0
"['excellent', 'location', ' ', 'near', 'metro', 'short', 'cab', 'ride', 'everywhere']",4.0
"['would', 'definitely', 'stay', 'easy', 'access', 'downtown']",5.0
"['stayed', '3', 'day', 'may', 'wonderful', 'location', 'great', 'staff', 'good', 'room', 'near', 'metro', 'good', 'restaurant', 'zoo', 'road', 'well', 'back']",4.0
"['great', 'location', 'staff', 'room', 'woodley', 'park', 'area', 'really', 'nice', 'good', 'restaurant', 'hotel', 'within', 'walking', 'distance', 'metro']",5.0
"['location', 'great', 'dining', 'site', 'wonderful', 'staff', 'helpful', 'nice', 'experience']",5.0
"['hotel', 'fabulous', 'great', 'service', 'clean', 'room', 'beautiful', 'everything', 'worth', 'money', 'long', 'shot', 'recommend', 'sure']",5.0
"['ia', 'beautiful', 'place', 'loved', 'room', 'classy', 'one', 'problem', 'pay', 'internet', 'service', 'room']",5.0
"['stayed', 'old', 'tower', 'used', 'apartment', 'building', 'well', 'updated', 'richly', 'appointed', 'good', 'food', 'good', 'bar', 'good', 'pool']",5.0
"['worth', '140', 'night', 'paid', 'since', 'staying', 'convention', 'beautiful', 'hotel', 'bar', 'would', 'definetely', 'return']",5.0
"['stayed', 'conference', 'hotel', 'hotel', 'nice', 'staff', 'friendly', 'problem']",4.0
"['old', 'tired', 'room', 'awful', 'room', 'service', 'staff', 'poor', 'command', 'english', 'absolutely', 'would', 'never', 'stay']",1.0
"['loved', 'hotel', 'staff', 'wonderful', 'hotel', 'clean', 'would', 'definitely', 'recommend', 'hotel', 'friend']",5.0
"['boyfriend', 'stayed', '5', 'day', 'really', 'loved', 'friendly', 'staff', 'nice', 'room', 'loved', 'swimming', 'pool', 'till', 'meet']",4.0
"['nice', 'hotel', '\n', 'good', 'meeting', 'room', '\n', 'right', 'subway', 'stop', '\n', 'beautiful', 'garden', '\n', 'convenient', 'store', 'premise']",4.0
"['clean', 'room', 'friendly', 'helpfull', 'staff', 'perfect', 'location', 'room', 'small', 'liked']",5.0
"['title', 'say', ' ', 'tiny', 'room', 'great', 'location', ' ', 'clean', 'friendly', 'convenient', 'nothing', 'much', 'else', 'recommend']",3.0
"['pleasant', 'clean', 'hotel', 'well', 'located', ' ', 'sight', 'seeing', 'could', 'done', 'walking', 'around']",4.0
"['loved', 'direction', 'proximity', 'trolley', 'restaurant', 'especially', 'great', 'price', 'back']",4.0
"['great', 'hotel', 'take', 'young', 'child', 'amazingly', 'clean', 'staff', 'exceptionally', 'friendly']",5.0
"['clean', 'comfortable', 'room', 'nice', 'staff', 'quite', 'fun', 'funny', 'always', 'kind', 'helpful', 'attentive', 'definitely', 'stay']",5.0
"['everything', 'hotel', 'right', 'problem', 'excellent', 'location']",5.0
"['large', 'hotel', 'cold', 'warm', 'friendly', 'hotel', 'amenity', 'organization', 'conference', 'perfect']",5.0
"['returned', '6', 'night', 'stay', 'bedsheavenly', 'fooddeeelish', 'servicesuperior', 'locationprime', 'a1', 'top', 'bottom']",5.0
"['neighborhood', 'bad', 'minibar', 'room', 'wifi', 'service', 'expensive', 'staff', ' ', 'however', 'nice', 'friendly']",3.0
"['great', 'location', 'visit', 'capitol', 'mall', 'otherwise', 'relatively', 'normal', 'hyatt', 'nothing', 'special']",4.0
"['stayed', 'stayed', '3', 'night', 'december', '2011', 'location', 'great', 'room', 'spacious', 'clean', 'overall', 'good', 'value']",4.0
"['stay', 'pleasant', 'room', 'clean', 'close', 'union', 'station', 'nt', 'mind', 'staying', 'visiting', 'dc']",5.0
"['hotel', 'nice', 'area', 'convenient', 'walk', 'wrong', 'direction', 'happy']",4.0
"['moment', 'arrive', 'polite', 'accomadating', 'large', 'group', 'felt', 'well', 'cared']",5.0
"['everything', 'excellent', 'hotellocation', 'cleanliness', 'quietness', 'check', 'speed', 'environment', 'service', 'except', 'nonfree', 'dinner', 'wifi']",4.0
"['great', 'location', 'family', 'friendly', 'clean', 'close', 'everything', 'needed', 'stayed', 'fourth', 'july', 'celebration']",4.0
"['awesome', 'location', 'nice', 'room', 'even', 'good', 'food', 'hotel', 'nt', 'eat', '11', 'hotel', 'bar', 'offsers', 'pretty', 'good', 'menu']",4.0
"['want', 'really', 'nice', 'hotel', 'near', 'captial', 'place']",4.0
"['hotel', 'wonderful', 'easy', 'access', 'wonderful', 'sight']",5.0
"['good', 'location', 'view', 'capital', 'hill']",4.0
"['great', 'location', 'near', 'mall', 'capitol', 'central', 'train', 'station', 'nice', 'room', 'friendly', 'staff', 'hotel']",4.0
"['amazing', 'wonderful', 'say']",5.0
"['returned', 'staying', '4', 'night', 'staff', 'friendly', 'courteous', 'pleasant', 'stay', 'close', 'capitol', 'many', 'sight']",4.0
"['nice', 'hotel', 'clean', 'uptodate', 'room', 'bit', 'pricey', 'side', 'complaint', 'internet', 'access', 'bit', 'prepared']",5.0
"['would', 'stay', 'close', 'favorite', 'museum', 'phillips', 'easy', 'walk']",3.0
"['easy', 'access', 'georgetown', 'k', 'street', 'national', 'mall', 'quiet', 'street', 'easy', 'find', 'friendly', 'helpful', 'reception', 'desk']",4.0
"['liked', '\n', '1', 'location', '\n', '2', 'room', 'size', '\n', '3', 'front', 'desk', 'service', '\n', 'nt', 'like', '\n', '1', 'seed', 'feel', 'reception', 'area', '\n', '2', 'poor', 'attitude', 'staff']",3.0
"['staff', 'location', 'great', 'guest', 'room', 'okay', 'enough', 'space']",4.0
"['fine', 'hotel', ' ', 'lobby', 'bit', 'letdown', 'certainly', 'need', 'facelift', 'room', 'clean', 'tiredservice', 'good']",3.0
"['hotel', 'nice', 'restaurant', 'serf', 'excellent', 'filet', 'mignon', 'would', 'definitely', 'stay']",4.0
"['little', 'shabby', 'hotel', 'located', 'close', 'gwu', 'could', 'get', 'george', 'town', 'easy']",3.0
"['room', 'clean', 'updated', 'breakfast', 'buffet', 'one', 'best', 'ever', 'eaten', 'bellman', 'excellent']",4.0
"['easy', 'access', 'many', 'sight', 'resturantshotel', 'quietbreakfast', 'enough', 'get', 'day', 'started']",4.0
"['location', 'room', 'size', 'compete', 'top', 'spot', 'nice', 'place', 'stay', 'breakfast', 'bit', 'disappointing', 'though']",4.0
"['comfortable', 'hotel', 'block', 'metro', 'great', 'breakfast']",4.0
"['lovely', 'older', 'hotel', 'short', 'distance', 'metro', 'good', 'value', 'price']",5.0
"['spent', 'lovely', 'weekend', 'enjoyed', 'national', 'art', 'gallery', 'hotel', 'perfect', 'staff', 'polite', 'professional', 'near', 'everything']",5.0
"['great', 'location', 'friendly', 'staff', 'room', 'comfortable', 'clean', 'hall', 'smelled', 'like', 'smoke']",4.0
"['decent', 'somewhat', 'dated', 'room', 'functional', 'thought', 'hilton', 'property', 'longer', 'seems']",3.0
"['stayed', 'rolling', 'thunder', 'event', 'great', 'bar', 'food', 'nice', 'staff', 'located', 'walking', 'distance', 'ben', 'chili', 'bowl', 'boot']",5.0
"['needed', 'check', 'early', 'room', 'conducive', 'working', 'duke', 'came', 'made', 'great', 'stay', 'definitely', 'recommend', 'hotel']",4.0
"['service', 'one', 'worst', 'ever', 'run', 'really', 'nice', '\n', 'wish', 'stayed']",2.0
"['highly', 'recommend', 'place', 'especially', 'location']",5.0
"['worse', 'typical', 'doubletree', 'hotel', '\n', 'convenient', 'subway', '\n', 'nice', 'neighborhood', '\n', 'overall', 'mediocre']",2.0
"['courteous', 'stafflovely', 'room', 'spotless', 'comlaints', '\n', 'would', 'highly', 'recomend', 'hotelwithin', 'walking', 'distance', 'sitesexcellent']",5.0
"['mouse', 'roomkeep', 'coming', 'nite', 'eat', 'cooky', '\n', 'service', 'nice', 'general']",3.0
"['employee', 'wonderful', 'helpful', 'polite', 'check', 'check', 'room', 'service', 'cleaning', 'service', 'went', 'perfectly']",5.0
"['location', 'really', 'good', 'room', 'comfortable', 'clean', 'price', 'reasonable', 'staff', 'nice']",4.0
"['good', 'location', 'superb', 'staff', 'facility', 'good', 'condition', 'pool', 'little', 'small', 'least', 'one']",5.0
"['staff', 'awesome', 'room', 'clean', 'welcoming', 'convenient']",5.0
"['always', 'people', 'nice', 'room', 'terrible', 'noisy', 'strangely', 'furnished', 'never']",3.0
"['clean', 'room', ' ', 'comfortable', 'bed', 'white', 'duvet', 'cover', '\n', 'front', 'desk', 'staff', 'helpful', 'welcoming', '\n', 'location', 'convenient']",4.0
"['location', 'location', 'location', 'hotel', 'average', 'every', 'sense', '\n', 'booked', 'hotwire', 'got', 'relativly', 'low', 'price']",3.0
"['lovely', 'hotel', 'great', 'location', 'good', 'value', 'money']",4.0
"['excellent', 'pricequality', 'rate', 'convenient', 'location', 'clean', 'cozy']",5.0
"['room', 'clean', 'staff', 'nice', 'issue', 'bathroom', 'door', 'nt', 'lock']",5.0
"['good', 'hotel', 'good', 'location', 'staff', 'service', 'excellent']",4.0
"['best', 'hotel', 'ever', 'stayed', 'excellent', 'service', 'curteous', 'front', 'desk', 'hotel', 'clean', 'excellent', 'room']",5.0
"['back', 'dc', 'spent', 'night', '4', 'point', 'good', 'service', 'good', 'pillow']",4.0
"['hotel', 'conveniently', 'located', 'staff', 'excellent', 'helpful', 'room', 'clean', 'parking', 'easy']",4.0
"['friendly', 'helpful', 'staff', 'comfortable', 'bed', 'pillow', 'bathroom', 'smelled', 'bit', 'musty', 'hotel', 'great', 'location', 'good', 'value']",4.0
"['located', 'close', 'van', 'ness', 'metrobus', 'metrorail', 'station', 'many', 'shop', 'hotel', 'reasonably', 'priced', 'managed', 'well']",5.0
"['convenient', 'location', 'visiting', 'family', 'area', 'room', 'clean', 'large', 'pleasant']",4.0
"['it´s', 'nice', 'hotel', 'comfortable', 'great', 'service', 'people', 'best', 'part', 'hotel']",5.0
"['day', 'inn', 'dc', 'good', 'value', 'one', 'block', 'van', 'ness', 'metro', 'spacious', 'room', 'free', 'coffee', '247', '\n', 'check', 'budget']",4.0
"['every', 'sound', 'hall', 'adjacent', 'room', 'could', 'heard', 'room', 'making', 'hard', 'sleep', 'poor', 'sound', 'proofing']",2.0
"['close', 'metro', 'pleasant', 'staff', 'extremely', 'clean', 'older', 'could', 'use', 'updating', 'fairly', 'priced', 'wait', 'till', 'last', 'minute', 'book']",4.0
"['stayed', 'dr', 'martin', 'luther', 'king', 'weekend', 'pleased', 'location', 'room', 'friendly', 'staff']",4.0
"['great', 'hotel', 'clean', 'located', 'nice', 'area', 'dcnear', 'major', 'transportation', 'affordable', 'parkingcannot', 'go', 'wrong', 'stay']",5.0
"['went', '3', 'day', 'conference', 'near', 'white', 'house', 'great', 'time', 'day', 'inn', 'clean', 'room', 'nice', 'staff']",5.0
"['nothing', 'fancy', 'good', 'value', 'room', 'rate', 'washington', 'close', 'metro']",3.0
"['excellent', 'value', 'price', 'convenient', 'metro', 'store', 'dining']",4.0
"['good', 'area', 'inn', 'many', 'restaurnats', 'place', 'next', 'door', 'friendly', 'staff', 'nice', 'room', 'cheap']",5.0
"['day', 'inn', 'great', 'location', 'enough', 'restaurant', 'close', 'metro', 'stop', 'two', 'block', 'south', 'room', 'clean', 'staff', 'helpful']",4.0
"['really', 'appreciate', 'place', 'amazing', 'staff', 'manager', 'helpfull', 'people', 'cool']",4.0
"['would', 'recommend', 'hotel', 'clean', 'friendly', 'good', 'location', 'free', 'shuttle', 'union', 'station', 'would', 'stay']",3.0
"['great', 'location', 'close', 'metro', 'wide', 'range', 'restaurant', 'close', 'pretty', 'quiet', 'neighborhood', 'nice', 'staff', 'clean', 'comfortable', 'room']",4.0
"['great', 'staff', 'helped', 'lot', 'traveler', 'stuck', 'blizzard']",4.0
"['neat', 'clean', 'room', '\n', 'van', 'ness', 'red', 'line', 'metro', 'stop', 'le', '02', 'mile', 'away', '\n', 'friendly', 'staff']",4.0
"['horrible', 'service', 'inconsiderate', 'staff', 'neglectful', 'also', 'dishonest', 'room', 'loud', 'dirty', 'well', 'definite', 'mistake']",1.0
"['terrible', 'noise', 'ac', 'real', 'truck', 'engine', 'every', 'room', 'service', 'poor', 'computer', 'system', 'long', 'wait', 'check', 'etc']",2.0
"['nice', 'looking', 'hotel', 'good', 'location', 'starting', 'show', 'age', '19', 'tv', 'bit', 'watch', 'tv', 'georgetown', 'staff', 'friendly']",4.0
"['nice', 'room', 'helpful', 'friendly', 'staff', 'wonderful', 'location', 'husband', 'lovely', 'weekend', 'great', 'rate', 'go', 'back']",4.0
"['staff', 'excellant', 'close', 'main', 'area']",3.0
"['people', 'boutique', 'hotel', 'helpful', 'professional', 'teodora', 'especially', 'helpful', 'arranging', 'room', 'getting', 'needed']",5.0
"['room', 'older', 'quite', 'rundown', 'little', 'insulation', 'hear', 'neighbor', 'bathroom', 'smelled', 'urine']",2.0
"['average', 'room', 'small', 'location', 'wonderful', 'gym', 'awful', 'almost', 'nonexistent', 'staff', 'nice']",3.0
"['precious', 'place', 'awful', 'moldy', 'dirty']",1.0
"['100', 'per', 'night', 'room', 'window', 'private', 'bathroom', 'plus', '10', 'minute', 'white', 'house', 'going', 'get', 'better']",4.0
"['hotel', 'cock', 'roach', 'light', 'fixture', 'hanging', 'wall', 'tore', 'wall', 'manager', 'seemed', 'like', 'nothing']",1.0
"['staff', 'hardly', 'spoke', 'english', 'unable', 'book', 'taxi', 'twice', 'took', 'half', 'hour', 'water', 'become', 'warm', 'hardly', 'light', 'inside', 'room']",1.0
"['nice', 'service', 'clean', 'tidy', 'room', 'bus', 'hotel', 'metro', 'station', 'good', 'idea', '\n', 'good', 'nutritious', 'breakfast']",4.0
"['went', 'short', 'vacation', 'people', 'hotel', 'nice', 'helpful', 'thanks']",5.0
"['really', 'nice', 'people', 'room', 'always', 'clean', 'great', 'location']",5.0
"['came', 'home', 'bed', 'bug', 'bite', 'arm', 'back', 'leg', 'avoid', 'motel', 'cost']",1.0
"['front', 'desk', 'staff', 'friendly', 'reasonable', 'priced', 'great', 'location', 'would', 'stay']",4.0
"['everything', 'fine', 'except', 'pillow', 'hard', 'bed', 'trifle', 'soft', 'neighbor', 'noisy', 'quieted', 'upon', 'request']",5.0
"['truly', 'impressed', 'aspect', 'hotel']",5.0
"['need', 'said', 'ishow', 'hotel', 'still', 'open', 'condemmed']",1.0
"['people', 'hotel', 'bed', 'bugsi', 'never', 'experience', 'nt', 'realize', 'dealing', 'bed', 'bug']",2.0
"['former', 'property', 'manager', 'know', 'bed', 'bug', 'hard', 'get', 'rid', 'take', 'home', 'infestation']",1.0
"['saw', 'bed', 'bug', 'multiple', 'place', 'hotel', 'one', 'night', 'left', 'book', 'room']",1.0
"['great', ' ', 'staff', 'excellent', 'helpful', 'direction', 'room', 'cleancould', 'ask', 'great', 'value', 'dcwill', 'back']",5.0
"['hotel', 'great', 'need', 'room', 'one', 'night', 'full', 'week', 'get', 'uncomfortable', '\n', 'p', 'would', 'recommend', 'eating', 'restraunt']",2.0
"['hotel', 'dumpy', 'part', 'dc', 'walk', 'around', 'area', 'safe', 'close', 'national', 'mall', 'area']",2.0
"['poor', 'service', 'gang', 'area', 'recommended']",2.0
"['loved', 'stay', 'room', 'gorgeous', 'overall', 'great', 'value', 'especially', 'dc']",4.0
"['manager', 'staff', 'outstanding', 'made', 'sure', 'directed', 'breakfast', 'bar', 'make', 'sure', 'clean', 'place', 'stay']",5.0
"['nice', 'clean', 'hotel', 'perfect', 'location', 'walking', 'museum', 'memorial', 'etc', 'would', 'go', 'back']",5.0
"['carpet', 'worn', 'small', 'bath', 'excellent', 'view', 'potomac', 'walking', 'distance', 'monument', 'average', 'quality', 'great', 'location']",3.0
"['great', 'breakfast', 'buffet', 'walking', 'distance', 'smithsonian', 'river']",5.0
"['great', 'place', 'stay', 'super', 'convenient', 'everything']",5.0
"['hotel', 'staff', 'spacious', 'hotel', 'room', 'bathroom', 'location', 'value', 'reason', 'come', 'back', 'lenfant', 'plaza', 'hotel']",5.0
"['everything', 'hotel', 'three', 'star', 'accomodations', 'service', 'location', 'reasonably', 'priced', 'however']",3.0
"['great', 'hotel', 'location', 'convenience', 'would', 'recommend', 'friend', 'visiting', 'dc', 'weekend']",5.0
"['nice', 'hotel', 'stayed', '8th', 'grade', 'class', 'trip', 'dc', 'stayed', '2', 'night', 'nt', 'issue']",4.0
"['employee', 'staff', 'nice', 'friendly', 'room', 'especially', 'bathroom', 'run', 'price', 'shower', 'water', 'lukewarm', 'best']",3.0
"['good', 'value', 'charge', 'supposedly', 'high', 'speed', 'internet', '1095', 'day', 'real', 'rip', 'slower', 'dial']",4.0
"['really', 'enjoyed', 'stay', 'everything', 'expected']",5.0
"['friendly', 'staff', 'great', 'located', 'clean', 'room']",4.0
"['expected', 'hotel', 'room', 'ok', 'staff', 'ok', 'frankly', 'want', 'ok']",3.0
"['great', 'place', 'stay', 'right', 'middle', 'everything', 'service', 'quality', 'great']",4.0
"['clean', 'quiet', 'centrally', 'located']",3.0
"['stay', 'excellent', 'breakfast', 'morning', 'dinner', 'twice', 'food', 'excellent', 'room', 'nice', 'location', 'great']",5.0
"['enjoyed', 'stay', 'accessible', 'location', 'staff', 'wonderful']",5.0
"['great', 'customer', 'service', 'shuttle', 'took', 'u', 'right', 'destination', 'definitely', 'stay', 'thank', 'flawless', 'experience']",5.0
"['room', 'beautiful', ' ', 'view', 'capitol', 'monument', 'gorgeous', 'definitely', 'go']",5.0
"['heard', 'siren', '247', 'bed', 'uncomfortable', 'old']",1.0
"['everything', 'great', 'bed', 'super', 'comfy', 'good', 'shower', 'would', 'definitely', 'recommend', 'others']",5.0
"['wonderful', 'room', 'beautiful', 'lobby', 'great', 'breakfast', 'friendly', 'staff']",5.0
"['stayed', '28', 'people', 'fantastic', 'hotel', 'nice', 'staff', 'super', 'location', 'nice', 'room', 'recommend', 'everyone']",5.0
"['decent', 'hotel', 'nice', 'spacious', 'room', 'greatly', 'located', 'hotel', 'good', 'metro', 'conention', 'near']",4.0
"['hotel', 'clean', 'rate', 'good', 'close', 'national', 'mall']",3.0
"['close', 'public', 'transport', 'room', 'clean', 'cozy', '\n', 'safty', 'condition', 'good', 'around', 'hotel', 'especially', 'night']",3.0
"['nice', 'hotel', 'nothing', 'fancy', 'staff', 'nice', 'close', 'shopping', 'super', 'market', 'many', 'great', 'place', 'eat']",3.0
"['lock', 'everythingeven', 'think', 'nobody', 'would', 'borrow', 'itand', 'hell', 'room', 'safe', 'hotel']",3.0
"['wonderful', 'location', 'clean', 'helpful', 'staff', 'second', 'stay', 'look', 'forward', 'third', 'next', 'year']",5.0
"['excellent', 'value', 'location', 'staff', 'handled', 'chaos', 'ease']",4.0
"['steak', 'hotel', 'restaurant', 'awesome', 'room', 'ok', 'pretty', 'worn', 'clean']",3.0
"['spent', '4', 'night', 'would', 'stay', 'location', 'cleanliness', 'value', 'money', 'great']",4.0
"['pay', 'room', '10', 'hour', 'day']",4.0
"['great', 'facility', 'good', 'location', 'wonderful', 'place', 'stay', 'consider', 'hotel', 'anyday', 'much', 'better', 'atmosphere', 'family', 'holiday']",5.0
"['le', '2', 'mile', 'walk', 'thw', 'white', 'house', 'kid', 'took', 'break', 'pool', 'well', 'lit', 'night', 'quiet', 'room', 'overall', 'good', 'stay']",4.0
"['good', 'location', 'nice', 'staff', 'complaint', 'anything']",3.0
"['clean', 'dated', 'coffee', 'shop', 'staff', 'room', 'cleaner', 'great', 'rest', 'need', 'serious', 'improvement']",1.0
"['ok', 'staff', 'friendly', 'hotel', 'character', 'room', 'pricey', 'quality']",3.0
"['heating', 'nt', 'workingand', 'never', 'seen', 'rude', 'front', 'desk', 'person', 'hotel']",1.0
"['nice', 'room', 'clean', 'hotel', 'friendly', 'staff', 'must', 'good', 'mgmt', 'ill', 'stay']",5.0
"['tour', 'gw', ' ', 'georgetown', 'perfect', 'place', 'stay', 'dc']",5.0
"['dirty', 'sheet', 'dirty', 'carpet', 'old', 'furniture', 'loud', 'refrigerator', 'uncomfortable', 'bed', 'avoid', 'hotel']",1.0
"['room', 'size', 'large', 'even', 'suite', 'staff', 'friendly', 'location', 'convenient', 'family', 'appreciated', 'pool', 'area', 'cooky']",4.0
"['stayed', 'wedding', 'nice', 'clean', 'room', 'hard', 'find', 'familiar', 'arealocation']",3.0
"['stayed', 'may', 'good', 'hotel', 'room', 'good', 'lobby', 'dated', 'cafe', 'downstairs', 'good', 'bellboy', 'awesome', 'good', 'location']",4.0
"['average', 'hotel', 'clean', 'room', 'friendly', 'staff']",3.0
"['excellent', 'customer', 'service', 'conveniently', 'located', 'within', 'walking', 'distance', 'museum', 'monument', 'dupont', 'circle', 'nightlife', 'restaurant']",4.0
"['ideal', 'location', 'walk', 'everywhere', 'go', 'metro', 'metro', 'station', '2', 'block', 'westin', 'staff', 'great', 'usual']",4.0
"['middle', 'dc', 'good', 'location', 'slightly', 'indifferent', 'hotel', 'get', 'heavenly', 'bed', 'etc', 'overall', 'perfectly', 'decent']",3.0
"['price', 'one', 'would', 'expected', 'better', 'regular', 'chain', 'hotel', 'stand', 'way', 'except', 'cleanliness', 'location']",3.0
"['hotel', 'nice', 'convenient', 'walking', 'attraction', 'catch', 'cab', 'became', 'costly']",4.0
"['well', 'dc', 'nt', 'pricey', 'great', 'location', 'near', 'mcpherson', 'square', 'metro', 'service', 'friendly', 'courteous', 'around', 'issue']",4.0
"['best', 'food', 'dc', 'trip', 'hotel', 'best', 'room', 'service', 'ever']",5.0
"['forgot', 'ipad', 'luckily', 'found', 'concierge', 'fedexed', 'overnight', 'wonderful', 'service', 'great', 'overall', 'place', 'stay']",5.0
"['stayed', 'business', 'meeting', 'close', 'foggy', 'bottom', 'metro', 'room', 'comfortable']",4.0
"['cozy', 'hotel', 'near', 'kennedy', 'center', 'foggy', 'bottom', 'metro', 'stop', 'room', 'spacious', 'sitting', 'area', 'nice', 'bar', 'lobby', 'floor']",4.0
"['soggy', 'bed', 'dirty', 'room', 'poor', 'service', 'bad', 'food', 'expensive', 'go']",2.0
"['nice', 'staff', 'convenient', 'many', 'attraction', 'nightspot', 'eating', 'area', 'room', 'well', 'appointed', 'mostly', 'without', 'much', 'outlook']",4.0
"['quiet', 'oldfashioned', 'hotel', 'center', 'washington', 'dc', 'walk', 'almost', 'everywhere', 'important', 'parking', 'kind', 'expensive']",4.0
"['great', 'room', 'friendly', 'staff', 'far', 'foggy', 'bottom', 'metro', 'stop', 'close', 'get', 'georgetown']",5.0
"['many', 'additional', 'fee', 'hidden', 'cost', 'room', 'service', 'outrageous', 'parking', 'also', 'ridiculous']",3.0
"['thing', 'hotel', 'offer', 'good', 'location']",2.0
"['beautifully', 'appointed', 'hotel', 'close', 'enough', 'everything', 'especially', 'beautiful', 'georgetown']",5.0
"['hotel', 'location', 'great', 'restaurantbar', 'smallhotel', 'personalized', 'serviceeven', 'frette', 'towel', 'great', 'value', 'dc']",5.0
"['treat', 'best', 'could', 'nt', 'better', 'could', 'nt', 'professional', 'wireless', 'internet', 'room', 'pleasant', 'surprise']",5.0
"['fantastic', 'service', 'warm', 'staff', 'clean', 'pretty', 'room', 'landmark', 'resturant', '5', 'star', 'great', 'value']",5.0
"['great', 'bartender', 'one', 'bartender', 'hot', 'excellent', 'location', 'visiting', 'dc']",5.0
"['cosy', 'location', 'quite', 'standard', 'need', 'lift', 'regard', 'service', 'room', 'restaurant']",4.0
"['stayed', '3', 'night', 'loved', 'beautiful', 'roomresponsive', 'staff', 'unbeatable', 'location']",4.0
"['100', ' ', 'temp', 'problem', 'ac', 'room', 'spacious', 'perfect', 'location', 'visiting', 'weekend', 'back']",4.0
"['staff', 'helpful', 'facility', 'great', '\n', 'location', 'remarkable']",5.0
"['bit', 'expensive', 'location', 'ambiance', 'amenity', 'make', 'minivacation']",5.0
"['friendly', 'staff', 'excellent', 'location', 'great', 'atmosphere']",5.0
"['lovely', 'updated', 'room', 'heart', 'georgetown', 'pleasant', 'helpful', 'staff', 'would', 'definitely', 'stay']",5.0
"['georgetown', 'inn', 'gracious', 'beautifully', 'run', 'ideal', 'location', 'pleasure']",5.0
"['staff', 'awesome', 'anything', 'wanted', 'right', 'room', 'great', 'clean', 'spacious', 'affordable']",5.0
"['great', 'visit', 'dc', '\n', 'beautiful', 'room', 'good', 'service', '\n', 'great', 'location', 'heart', 'georgetown', '\n', 'definitely', 'back', 'georgetown', 'inn']",5.0
"['clean', 'great', 'service', 'room', 'spacious', 'botique', 'hotel', 'city', 'definately', 'stay']",4.0
"['nice', 'stay', 'georgetown', 'inn', 'clean', 'hotel', 'friendly', 'accomodating', 'staff', 'good', 'location']",4.0
"['close', 'metro', 'good', 'stay', 'much', 'area', 'metro', 'stop', 'hotel', 'made', 'getting', 'around', 'easy', 'stay', 'helpful']",5.0
"['comfortable', 'clean', 'room', 'free', 'internet', 'always', 'big', 'plus', 'decide', 'hotel', 'overall', 'good', 'value']",4.0
"['glad', 'stayed', 'room', 'cheap', 'decent', 'quality', 'food', 'bar', 'downstairs', 'fantastic']",4.0
"['good', 'location', 'going', 'museum', 'nothing', 'close', 'night', 'get', 'room', 'facing', 'front', 'back', 'rail', 'line', 'quite', 'load']",3.0
"['hard', 'beat', 'location', 'couple', 'block', 'air', 'space', 'aging', 'little', 'generally', 'clean', 'pleasant']",4.0
"['comfortable', 'bed', 'clean', 'room', 'great', 'location', 'star', 'buck', 'attached', 'wish', 'breakfast', 'included']",4.0
"['good', 'solid', 'holiday', 'inn', 'experience', 'close', 'capitol', 'museum', 'lunch', 'good', 'though', 'expensive', 'buffet', 'would', 'stay']",4.0
"['hotel', 'close', 'transport', 'key', 'attraction', 'room', 'clean', 'would', 'recommend']",4.0
