text,ratings.overall
"['stayed', 'last', 'july', 'nice', 'hotel', 'definitely', 'worth', 'price', 'room', 'cramped', 'front', 'desk', 'little', 'snotty']",3.0
"['lean', 'room', 'bigforny', 'amazing', 'location', 'bed', 'comfortable', 'free', 'wireless', 'internet']",4.0
"['beautiful', 'hip', 'urbane', 'exciting', 'perfect', 'location', 'great', 'bar', 'spacious', 'room', 'nyc', 'reasonable', 'price', 'attentive', 'knowledgable', 'staff']",5.0
"['location', 'great', ' ', 'staff', 'helpful', ' ', 'quiet', 'wedding', 'hotel', 'night', 'clean', 'comfortable', 'ca', 'nt', 'wait', 'go', 'back']",5.0
"['everything', 'need', 'comfort', 'clean', 'high', 'tech', 'good', 'location']",4.0
"['enjoy', 'comfortable', 'room', 'bed', 'great', 'service', 'quiet', 'night', 'sleep', 'great', 'access', 'restaurant', 'shopping', 'well', 'nyu']",5.0
"['great', 'hotel', 'great', 'location', 'great', 'continental', 'breakfast', 'delivered', 'right', 'room', 'perfect', 'place', 'stay', 'city']",5.0
"['beautiful', 'hotel', 'simple', 'elegant', 'location', 'great', ' ', 'perfect', 'walking', 'city', 'access', 'good', 'restaurant']",4.0
"['great', 'location', 'wonderful', 'hotel', 'close', 'great', 'restaurant', 'get', 'taxi', 'anywhere', 'trendy', 'fun', 'hotel']",4.0
"['great', 'view', 'great', 'location', 'great', 'ambience', 'great', 'city']",5.0
"['truly', 'enjoyed', 'stay', 'soho', 'grand', 'room', 'spacious', 'lovely', 'stay']",5.0
"['soho', 'grand', 'get', 'place', 'stay', 'go', 'ny', 'great', 'staff', 'even', 'give', 'goldfish', 'like']",5.0
"['amina', 'blacksher', 'concierge', 'really', 'made', 'stay', 'memorable']",4.0
"['great', 'hotel', 'great', 'service', 'hip', 'area', 'new', 'york']",5.0
"['everything', 'perfect', 'breakfast', 'bed', 'grand', 'margarita', 'perfectly', 'clean', 'employee', 'intelligent', 'helpful', 'else', 'say']",5.0
"['fantastic', 'place', 'great', 'service', 'great', 'location']",4.0
"['hotel', 'average', 'ammenities', 'however', 'location', 'excellent']",4.0
"['great', 'location', 'easy', 'access', 'subway', 'quick', 'cab', 'ride', 'central', 'manhatten', 'fantastic', 'restaurant', 'within', 'walkin', 'distance', 'wonderful', 'bed', 'cool', 'bar']",4.0
"['whenever', 'stay', 'nyc', 'soho', 'grand', 'never', 'disappointed', 'service', 'location', 'decor', 'great']",5.0
"['excellent', 'place', 'stay', 'make', 'sure', 'ask', 'goldfish', 'upon', 'checkin', 'lobby', 'bar', 'fabulous', 'nt', 'visit', '1']",5.0
"['nothing', 'wrong', 'per', 'say', 'room', 'tiny', 'plain', 'w', 'marriot', 'grand', 'marquis', 'would', 'much', 'better', 'choice', 'money']",2.0
"['hotel', 'nice', 'modern', 'style', 'helpful', 'staff', 'good', 'location', 'good', 'cocktail', 'bar', 'room', 'small', 'expect', 'new', 'york']",4.0
"['room', 'nice', 'clean', 'though', 'smaller', 'used', 'city', 'staff', 'excellent']",5.0
"['stated', '2', 'week', 'last', 'week', 'great', 'experience', ' ', 'great', 'location', 'safe', 'place', 'ultimately', 'clean']",5.0
"['third', 'time', ' ', 'cosmopolitan', 'great', 'hotel', 'stay', 'ny', 'wonderful', 'team', 'great', 'locationclean', 'friendly']",4.0
"['front', 'desk', 'staff', 'helpful', '\n', 'hotel', 'room', 'new', 'clean']",4.0
"['excellent', 'value', 'room', 'efficient', 'necesarry', 'equipment', 'hair', 'dryer', 'iron', 'ironing', 'board']",4.0
"['location', 'great', 'cute', 'neighborhood', 'subway', 'staff', 'friendly', 'accommodating']",5.0
"['wonderful', 'time', 'staying', 'hotel', '\n', 'great', 'value', 'great', 'location', '\n', 'staff', 'delightful', '1would', 'recommend', 'hotel', 'everyone']",5.0
"['comfortable', 'clean', 'basic', 'hotel', 'location', 'great', 'staff', 'friendly', 'would', 'stay', 'wanted', 'tribeca', 'area']",3.0
"['good', 'clean', 'hotel', 'friendly', 'helpfull', 'staff', 'near', 'time', 'square', 'broadway', 'plenty', 'resaurants', 'nearby', 'also', 'near', 'subway']",4.0
"['fantastic', 'hotel', 'great', 'location', 'central', 'major', 'attraction', 'spotlessly', 'clean', 'amazing', 'staff']",4.0
"['great', 'value', 'great', 'location', 'great', 'staff', 'nice', 'bar', 'overall', 'real', 'find']",4.0
"['good', 'hotel', 'clean', 'spacious', 'suite', 'friendly', 'staff', 'good', 'location']",5.0
"['hotel', 'ok', 'need', 'upgrade', 'stay', '12', 'floor', 'elevator', 'nt', 'working', 'room', 'comfortable']",4.0
"['front', 'desk', 'staff', 'helpful', 'considerate', 'room', 'really', 'lovely', 'thank', 'jack', 'erwin', 'find', 'earring']",4.0
"['situated', 'walking', 'distance', 'empire', 'state', 'building', '5th', 'avenue', '\n', 'room', 'small', 'clean', 'warm']",4.0
"['meet', 'expected', 'excelent', 'queen', 'room', 'good', 'value', 'clean', 'breakfast', 'simple', 'justifies', 'price']",4.0
"['overall', 'good', 'hotel', 'nycexcellent', 'location', 'clean', 'room', 'nice', 'bathroom']",4.0
"['block', 'madison', 'square', 'garden', 'block', 'empire', 'state', 'building', 'great', 'place', 'stay', 'incredible', 'price']",4.0
"['hotel', 'old', 'room', 'poor', 'shape', 'yet', 'say', 'staff', 'provides', 'great', 'service', '\n ', 'never', 'stay']",2.0
"['room', 'sound', 'proof', 'r', 'right', 'spot', 'trendy', 'loved']",5.0
"['w', 'nice', 'hotel', 'great', 'location', 'staff', 'warm', 'friendly', 'although', 'room', 'small', 'definitely', 'upscale']",4.0
"['staff', 'could', 'attentive', 'derron', 'doorman', 'went', 'beyond', 'great', 'location', ' ', 'would', 'definitely', 'book']",5.0
"['location', 'great', 'drink', ' ', 'cocktail', 'lounge', 'great', 'could', 'get', 'quite', 'crowded', 'excellent', 'vibe', 'room', 'typical', 'nyc', 'size', 'comfy']",4.0
"['room', 'small', 'good', 'clean', 'hotel', 'nice', 'lobby', 'bar', 'would', 'recommend', 'good', 'rate']",3.0
"['hot', 'room', 'air', 'hotel', 'rather', 'run', 'expected', 'w', 'hotel']",2.0
"['loved', 'w', 'it´s', 'lexington', 'street', 'it´s', 'perfect', 'design', 'hole', 'hotel', 'it´s', 'one', 'best', 'world']",5.0
"['staff', 'tried', 'make', 'stay', 'nice', 'possible']",5.0
"['convenient', 'location', 'stylish', 'design', 'trendy', 'people', 'small', 'room', 'small', 'bed']",4.0
"['hotel', 'nice', 'clean', 'room', 'contemporary', 'layout', 'lounge', '5th', 'floor', 'pretty', 'inviting']",4.0
"['travelled', 'world', 'stayed', 'many', 'nyc', 'hotel', 'also', 'never', 'stayed', 'room', 'small', 'ridiculous']",2.0
"['vincent', 'jephanion', 'always', 'made', 'w', 'experience', 'smooth', 'private', ' ', 'definitely', 'return', 'property', 'thank']",4.0
"['staff', 'great', 'lounge', 'nice', 'alot', 'fun', 'food', 'great', 'bar', 'great', 'excellent', ' ', 'comfortable', 'stay']",5.0
"['hotel', 'perfect', 'location', 'getting', 'around', 'city', 'room', 'good', 'service', 'fantastic']",5.0
"['loved', 'every', 'minute', 'place', 'nt', 'want', 'leave', ' \n', 'perfect', 'hotel', 'true', 'nyc', 'experience', ' ', 'close', 'everthing', 'matter', 'nyc']",5.0
"['favorite', 'midtown', 'hotel', 'great', 'location', 'hip', 'vibe', 'super', 'service']",5.0
"['comfortable', 'recommending', 'good', 'news', 'bed', 'bug', 'staff', 'always', 'courteous', 'smiling']",3.0
"['new', 'york', 'business', 'classic', 'w', 'style', 'excellent', 'service', 'affordable', 'price', 'stylish', 'company']",5.0
"['nice', 'stay', 'favorite', 'location', 'nice', 'clean']",4.0
"['staff', 'attentive', 'efficient', 'making', 'sure', 'request', 'met', ' ', 'room', 'clean', 'elegant', ' ', 'special', 'thanks', 'semije', 'popovic']",4.0
"['could', 'asked', 'better', 'location', 'fitness', 'center', 'spa', 'amenity', 'fantastic']",4.0
"['cindy', 'front', 'desk', 'excellent', 'new', 'make', 'feel', 'great', 'beginging']",5.0
"['great', 'room', 'fab', 'lounge', 'area', 'great', 'atmosphere', 'great', 'place', 'chill', 'make', 'new', 'friend']",5.0
"['audreys', 'breakfast', 'room', 'evening', 'lounge', 'fantastic', 'great', 'place', 'feel', 'new', 'york', 'wonder', 'enjoy', 'little', 'life', 'good', 'thought']",4.0
"['great', 'location', 'nice', 'hotel', 'small', 'room', 'confortable', 'bed', 'staff', 'nice', 'would', 'recommended', 'special', 'occasion']",3.0
"['service', 'horrible', 'staff', 'attitude', 'could', 'nt', 'believe', 'bad', 'service', 'nt', 'recommend', 'hotel', 'anyone']",1.0
"['nice', 'hotel', 'nice', 'lobby', 'nice', 'bed', 'nice', ' ', 'everything']",5.0
"['great', 'overall', 'experience', 'always', 'enjoy', 'staying', 'w', 'world']",5.0
"['room', 'small', 'worth', 'due', 'location']",4.0
"['wonderfully', 'responsive', 'supber', 'attention', 'making', 'stay', 'stellar', 'experience']",5.0
"['great', 'combination', 'entertainment', 'luxury', 'midtown', 'manhattan', 'choice', 'option', 'select', 'location']",5.0
"['perfect', 'location', 'take', 'nyc', 'superior', 'service', 'clean', 'modern', 'hotelroom']",4.0
"['service', ' ', 'great', '\n', 'location', ' ', 'great', '\n', 'room', 'size', ' ', 'small', 'side', '\n', 'onsite', 'foodbar', ' ', 'great', '\n', 'decor', ' ', 'modern', ' ', 'great']",4.0
"['expensive', 'small', 'room', 'location', 'good', 'concierge', 'helpfull']",3.0
"['great', 'reception', 'priced', 'rated', 'getting', 'decent', 'sleep', 'terrible', 'bed', 'impossible', 'ended', 'sleeping', 'sofa']",2.0
"['small', 'room', 'backing', 'onto', 'brick', 'wall', 'indifferent', 'service']",1.0
"['love', 'w', 'manhattan', 'fun', 'hip', 'place', 'stay', 'always', 'best', 'time']",5.0
"['nice', 'hotel', ' ', 'comfortable', 'bed', 'nice', 'linen', 'bathroom', 'small', ' ', 'overall', 'nice', 'stay']",4.0
"['great', 'location', 'u', 'get', 'around', 'foot', 'site', 'show', 'awsome', 'time', 'running', 'city', 'kid', 'day']",4.0
"['great', 'stay', 'hotel', 'room', 'modern', 'kid', 'loved', 'great', 'location', 'time', 'square']",4.0
"['overall', 'fantastic', 'hotel', 'great', 'location', 'superb', 'bar']",5.0
"['simply', 'excellent', 'great', 'room', 'perfect', 'location', 'excellent', 'service', 'staff', 'bend', 'backwards', 'accomodate', 'guest']",5.0
"['small', 'room', 'expensive', 'new', 'york', 'good', 'location', 'though', 'bathroom', 'tiny']",3.0
"['loved', 'w', 'hotel', 'manhattan', 'trendy', 'place', 'heart', 'time', 'square', 'lounge', '4', 'floor', 'great', 'touch']",5.0
"['room', 'small', 'service', 'slow', ' ', 'room', 'need', 'lot', 'renovation', ' ', 'bar', 'way', 'exp']",1.0
"['nothing', 'amazing', 'enjoyable', 'stayin', 'new', 'york']",4.0
"['quick', 'note', 'stay', 'hotel', 'overpriced', 'small', 'room', 'extremely', 'poor', 'service', 'save', 'money', 'stay', 'somewhere', 'else']",1.0
"['since', 'sleep', 'econolodge', 'upstate', 'new', 'york', 'stayed', 'dirty', 'dingy', 'hotel', 'absolute', 'worst']",1.0
"['handy', 'location', 'friendly', 'welcoming', 'staff', 'room', 'quite', 'small', 'perfectly', 'adequate']",4.0
"['lovely', 'stay', 'doubletree', 'hilton', 'staff', 'extremely', 'friendly', 'helpful', 'room', 'really', 'nice']",4.0
"['1', 'lift', 'service', 'whole', 'hotel', 'making', 'morning', 'bit', 'slow', 'great', 'location', 'easy', 'walk', 'bus', 'subway', 'penn', 'station', 'time', 'square', 'etc']",4.0
"['great', 'experience', 'nt', 'expect', 'much', 'three', 'star', 'great', 'location', 'room', 'small']",5.0
"['good', 'value', 'money', 'cleaning', 'thing', 'nt', 'satisfied', 'nice', 'upcoming', 'area', 'alot', 'restaurant', 'bar']",3.0
"['hotel', 'large', 'room', 'nyc', 'standard', 'clean', 'downside', 'little', 'far', 'tourist', 'attractons']",4.0
"['clean', 'good', 'servicenice', 'room', 'bathroom', '\n', 'ten', 'minute', 'foot', 'time', 'square', '\n', 'nice', 'stay', 'hotel', 'would', 'go', 'back']",4.0
"['sum', 'dated', 'room', 'ok', 'staff', 'terrible', 'food', '\n', 'look', 'somewhere', 'else']",2.0
"['clean', 'tidy', 'need', 'nyc', '5', 'day']",4.0
"['handy', 'hotel', 'stay', 'new', 'york', 'nice', 'sized', 'room', 'clean', 'functional', 'easy', 'walk', 'time', 'square', 'rate', 'ok']",4.0
"['great', 'view', 'ny', 'skyline', 'indoor', 'heated', 'swimming', 'pool', 'top', 'floor']",4.0
"['arrived', 'friendly', 'organized', 'hotel', 'staff', 'room', 'nice', 'clean', 'location', 'great']",5.0
"['bad', 'hotel', 'hotel', 'service', 'could', 'better', 'room', 'along', 'street', 'bit', 'noisy', 'great', 'food', 'service', 'restaurant', 'bar']",3.0
"['parking', 'deal', 'pleasantly', 'surprised', 'view', 'room', 'kid', 'loved', 'indoor', 'pool']",4.0
"['great', 'rrate', 'quiet', 'restful', 'sleep', ' ', 'safe', 'area', 'walk', 'athe', 'deli', 'across', 'street', 'fantastic']",4.0
"['going', 'new', 'york', 'fun', 'experience', 'nt', 'ruin', 'booking', 'hotel', 'truly', 'gross']",2.0
"['broken', 'window', 'would', 'nt', 'close', 'front', 'desk', 'would', 'answer', 'phonethis', 'place', 'place', 'stayeven', 'budget']",1.0
"['nice', 'value', 'hotel', 'nyc', 'newly', 'renovated', 'room', '7th', 'good', 'stafff', 'good', 'area', 'highly', 'recommend', 'money']",4.0
"['thanks', 'much', 'wonderful', 'stay', 'reccommend', 'hotel', 'anyone', 'want', 'stay', 'new', 'yourk', 'city']",5.0
"['great', 'hotel', 'good', 'size', 'room', 'clean', 'pleasant', 'deli', 'opposite', 'handy', 'snack', 'roll', 'etc', 'would', 'stay']",4.0
"['zentral', 'gelegen', '10th', 'ave', 'ecke', '51', 'strasse', 'nur', '2', 'block', 'bi', 'zum', 'broadway']",4.0
"['great', 'location', '\n', 'bit', 'old', 'little', 'noisy', 'heating', 'think', 'felt', 'like', '3', 'star', 'hotel']",3.0
"['baest', 'location', '\n', 'best', 'value', 'money', '\n', 'dicent', 'service', '\n', 'lousy', 'breakfast']",4.0
"['ideal', 'emplacement', 'optimal', 'confort', 'hotel', ' ', 'thanks', 'breakfast', 'included', '\n', 'good', 'value', 'really', '\n', 'hesitation']",5.0
"['happy', 'break', 'ny', 'centrally', 'located', 'complimentary', 'breakfast', 'included', '\n', 'good', 'value', 'hotel', '\n', 'staying']",5.0
"['wolcott', 'great', 'location', 'step', 'fom', '5th', 'avenue', '\n', 'room', 'clean', 'comfortable', 'warm']",4.0
"['good', 'value', 'good', 'location', 'morning', 'coffee', 'muffin', 'nice', 'plus', 'tv', 'could', 'use', 'updating', 'room', 'overall', 'good', 'budget', 'hotel']",4.0
"['title', 'pretty', 'much', 'sum', 'everything', 'great', 'time']",4.0
"['hotel', 'renewed', 'service', 'rude', 'breakfast', 'terrible']",2.0
"['hotel', 'good', 'value', 'great', 'location', 'nice', 'people', 'definately', 'use', 'day']",5.0
"['great', 'location', 'although', 'room', 'quite', 'shabby', 'price', 'nt', 'even', 'expect', 'overall', 'satisfied', 'stay']",3.0
"['centrally', 'located', 'hotel', 'close', 'time', 'square', 'room', 'always', 'clean', 'free', 'muffin', 'tecoffee', 'provided', 'guest', 'morning']",3.0
"['1st', 'visit', 'would', 'definatley', 'stay']",4.0
"['great', 'location', 'one', 'block', 'empire', 'state', '\n', 'great', 'budget', '\n', 'clean', 'large', 'room', 'friendly', 'staff']",4.0
"['great', 'hotel', 'great', 'location', 'clean', 'good', 'value', 'stayed', 'year', 'past', '6', 'year', 'recommend']",5.0
"['located', 'broadway', ' ', '5', 'th', 'avenue', 'great', 'little', 'hotel', 'affordable', 'basic', 'clean', 'friendly', 'staff', 'walk', 'everything', '\n', 'highly', 'recommend']",4.0
"['great', 'location', 'friendly', 'service', 'muffin', 'lobby', 'bonus']",4.0
"['central', 'clean', 'courtious', 'could', 'ask', '\n ', 'good', 'return', '\n ', 'gill', ' ', 'tony', 'cure', '\n ', 'england']",5.0
"['hotel', 'wolcott', 'pleasant', 'room', 'reasonable', 'clean', 'enjoyed', 'stay', 'go', 'back']",4.0
"['like', 'stepping', 'back', 'time', 'place', '100', 'year', 'old', 'still', 'look', 'great', 'kept', 'decoration', 'wow']",4.0
"['hotel', 'ok', 'bit', 'dingy', 'cheap', '\n', 'good', 'location', 'let', 'unfriendly', 'staff']",2.0
"['satisfied', 'especially', 'easy', 'checking']",5.0
"['possible', 'charge', 'much', 'little', 'space', 'modern', 'greed']",2.0
"['great', 'price', 'great', 'service', 'clean', 'comfy', 'bed']",4.0
"['chaotic', 'environment', 'hotel', 'much', 'renovation', 'right', 'nice', 'helpful', 'staff', 'small', 'clean', 'room']",3.0
"['never', 'adequate', 'staffing', 'available', 'service', 'patron', 'seemed', 'care', 'poor', 'service']",2.0
"['hotel', 'good', 'one', 'guy', 'name', 'guillermo', 'made', 'experience', 'amazing', ' ', 'ask', 'best', 'make', 'comfortable']",4.0
"['small', 'room', 'clean', 'practice', 'perfect', 'ubication', 'good']",4.0
"['friendly', 'staff', 'small', 'clean', 'room', 'go', 'back']",4.0
"['paramount', 'hotel', 'central', 'time', 'square', 'room', 'extremely', 'small']",3.0
"['really', 'ca', 'nt', 'beat', 'location', 'le', 'half', 'block', 'time', 'square', 'staff', 'friendly', 'always', 'helpful']",4.0
"['second', 'time', 'stay', 'perfect', 'pleasant', 'kindly', 'service', 'come', 'back', 'sure']",5.0
"['great', 'location', 'quaint', 'small', 'room', 'nothing', 'fancy', 'clean', 'linen', 'bed', 'bug', 'great', 'little', 'pizza', 'joint', 'right', 'next', 'door']",3.0
"['rude', 'un', 'helpful', 'staff', 'dark', 'dingy', 'small', 'room', 'poor', 'facility', 'spoilt', 'whole', 'trip', 'stayed', 'marriott', 'across', 'road']",1.0
"['best', 'location', 'theater', 'time', 'square', ' ', 'small', 'efficient', 'room', ' ', 'super', 'breakfast', 'included', 'loved']",5.0
"['stay', '2', '3', 'time', 'year', 'business', 'always', 'great', 'service', 'last', 'week', 'nervea', 'front', 'desk', 'amazing', 'thanks', 'much', '\n']",4.0
"['note', 'say', 'nerma', ' ', 'front', 'desk', 'went', 'beyond', 'assist', 'great', 'stuff', '\n', 'sp', '\n', 'philadelphia']",5.0
"['max', '2', 'adult', 'per', 'room', 'hardly', 'enough', 'room', 'luggage', 'otherwise', 'good', 'location', 'short', 'break', 'bar', 'restaurant', 'poor']",3.0
"['stayed', '4', 'night', 'zero', 'complaint', 'hotel', 'beautiful', 'spotless', 'room', 'perfect', 'staff', 'helpful', 'kind']",5.0
"['\n', 'good', 'service', 'reliable', 'staff', '\n', 'comfortable', 'bed', '\n', 'location', 'best', 'new', 'york', 'walk', 'anywhere']",4.0
"['fantastic', 'location', 'beautiful', 'lobbybar', 'areassmall', 'lovely', 'room', 'would', 'definitely', 'stay']",5.0
"['find', 'smart', 'price', 'good', 'value', 'money', 'quite', 'good', 'overall']",3.0
"['compliment', 'leonardo', 'receptionist', ' ', 'delivered', 'fantastic', 'service', '\n', 'van', 'der', 'sluis', 'holland']",5.0
"['never', 'buy', 'petite', 'room', 'two', 'personsthe', 'bed', 'actually', 'one', 'person', 'obliged', 'get', 'supplement', 'want', 'à', 'normal', 'bed']",4.0
"['room', 'tooo', 'small', 'even', 'breath', 'air', 'conditioning', 'working', 'location', 'great', 'breakfast', 'morning', 'great']",3.0
"['best', 'location', 'comfortable', 'predictable', 'friendly', 'staff', 'nice', 'recent', 'remodeling', 'maintained', 'original', '1990s', 'look', 'feel']",5.0
"['comfortable', 'room', 'excellent', 'location', 'stone', 'time', 'square', 'would', 'stay']",5.0
"['  ', 'good', 'location', 'design', 'hotel', 'expensive', '\n  ', 'found', 'hair', 'bathroom', 'small', 'room', 'minibar', 'room']",3.0
"['40', 'min', 'standing', 'check', '\n', 'smallest', 'room', 'ever', 'saw', ' ', '40', 'cm', 'max', 'around', 'bed', '\n ', 'clean', '\n', 'air', 'conditioning', 'extremely', 'noisy']",1.0
"['service', 'friendly', 'especially', 'nathalie', 'competent', 'helpful']",3.0
"['stayed', 'hotel', 'time', 'square', 'wonderful', 'arrival', 'experience', 'beautiful', 'stay', 'perfect', 'location']",5.0
"['perfect', 'location', 'great', 'customer', 'service', 'lovely', 'room', 'great', 'food', 'back', 'next', 'month']",5.0
"['small', 'room', 'overall', 'pleasant', 'stay', 'great', 'location', 'good', 'facility']",4.0
"['staying', '35', 'year', 'everybody', 'know', 'nice', 'room', 'renovationsstaff', 'friendly', 'hotel', 'clean']",5.0
"['amazing', 'hotel', ' ', 'going', 'stay', '\n', 'great', 'location', 'friendly', 'helpful', 'staff', 'clean', 'nicely', 'designed', '\n', 'amazing']",5.0
"['trey', 'crystar', 'two', 'helpfull', 'hotel', 'staff', 'come', 'across', 'new', 'york']",5.0
"['front', 'desk', 'lady', 'helpful', 'nice', 'presented', 'high', 'quality', 'service']",4.0
"['helped', 'xani', 'everything', 'wonderful']",5.0
"['perfect', 'location', 'great', 'value']",5.0
"['beautiful', 'location', 'great', 'service', 'friendly', 'front', 'desk', 'agent', 'anna', 'maria', '\n', 'allinall', ' ', 'recommended']",5.0
"['hotel', 'nice', 'clean', 'staff', 'friendly', 'helpful', '12', 'block', 'away', 'time', 'square']",4.0
"['got', 'best', 'treatment', 'cheap', 'prise', 'chatheren', 'frontdisk']",5.0
"['noisy', 'hallway', 'unfriendly', 'attitude', 'hotel', 'staff']",2.0
"['great', 'location', 'service', 'plus', 'nycs', 'friendliest', 'doorman', 'brian']",5.0
"['lobby', 'hip', 'staff', 'make', 'feel', 'welcome', 'loved', 'stay']",5.0
"['brian', 'friendliest', 'doorman', 'new', 'york', 'would', 'definitely', 'stay', 'hotel', 'next', 'visit', 'nyc']",4.0
"['great', 'stay', 'room', 'new', 'staff', 'friendly', 'particular', 'note', 'brian', 'doorman']",4.0
"['doorman', 'city', 'world', 'paramount', 'hotel', 'best', 'best', 'doorman', 'brian']",4.0
"['12', 'block', 'away', 'time', 'square', '\n', 'friendly', 'doorman', 'brian', '\n', 'close', 'everything']",5.0
"['great', 'place', 'stay', 'right', 'time', 'square', 'room', 'small', 'clean', 'updated', 'modern', 'decor', 'staff', 'friendly', 'efficient']",5.0
"['doorman', 'brian', 'friendly', 'warm', 'helpful', 'made', 'stay', 'extra', 'special']",4.0
"['cathrina', 'front', 'desk', 'helpful', 'person']",4.0
"['brian', 'could', 'nt', 'helpful', 'courteous', 'getting', 'cab', 'right', 'away', 'service', 'smile']",4.0
"['bunch', 'challenge', 'staff', 'specifically', 'catherine', 'took', 'care', 'everything']",5.0
"['great', 'place', 'stay', 'staff', 'awesome', 'ask', 'catherine']",5.0
"['loved', 'hotel', 'warm', 'staff', 'great', 'location', 'buzz', 'nyc', '\n', 'special', 'mention', 'brion', 'nycs', 'friendliest', 'doorman']",4.0
"['check', 'deal', 'book', 'early', 'enjoy', 'try', 'tramonti', 'restaurant', 'street', 'great', 'unassuming', 'simple', 'ingredient', 'italian', 'food']",5.0
"['great', 'service', 'world', 'friendliest', 'doorman', 'right', 'middle', 'theater', 'district', 'show', 'restaurant', 'side']",5.0
"['great', 'location', 'best', 'doorman', 'world', ' ', 'brian']",5.0
"['paramount', 'always', 'wonderful', 'experience', 'brian', 'doorman', 'friendly', 'entire', 'staff']",5.0
"['newly', 'rennovated', 'located', '100', 'time', 'square', 'good', 'gym', ' ', 'new', 'equipment', 'brian', 'ny', 'finest', 'doorman']",4.0
"['catherine', 'friendly', 'staff', 'room', 'confortable', '\n', 'location', 'hotel', 'close', 'time', 'square', 'city']",3.0
"['brian', 'friendliest', 'doorman', 'new', 'york', 'city', 'best', 'staff', 'accommodating', 'room', 'nice']",5.0
"['nathalie', 'accomodating', 'given', 'unsual', 'arrival', 'time', 'overall', 'say', 'best', 'hotel', 'price', 'complaint']",4.0
"['brian', 'nyc', 'best', 'doorman', 'chris', 'lively', 'bartender', 'pours', 'good', 'drink']",5.0
"['property', 'clean', 'room', 'nice', 'clean', 'line', 'comfortable', 'bed', 'staff', 'great', 'doorman', 'brian', 'also', 'standout']",4.0
"['hotel', 'great', 'unique', 'also', 'ideal', 'location', 'employee', 'outstanding', 'especially', 'friendly', 'doorman', 'brian']",5.0
"['perfect', 'place', 'new', 'year', 'left', 'hotel', 'bar', '1150', 'strolled', 'time', 'square', 'metre', 'away', 'need', 'queue', 'fabulous', 'time']",4.0
"['advantage', 'location', 'comfort', 'cleanliness', 'air', 'conditioning', '\n', 'disadvantage', 'price', 'small', 'room', 'samall', 'bathroom']",4.0
"['great', 'value', 'money', 'come', 'back', 'nyc', 'definitely', 'come', 'back', 'staff', 'friendly', 'location', 'amazing']",4.0
"['hotel', 'worst', 'ever', 'experienced', '\n', 'tinny', 'room', 'broken', 'furniture', 'dirty', '\n', 'would', 'never', 'go']",1.0
"['stayed', 'week', 'clean', 'room', 'good', 'bed', 'kind', 'staff', 'highly', 'recommended', 'cheap', 'hotel', 'fine', 'lokation', 'center', 'og', 'manhattan']",5.0
"['hotel', 'clean', 'staff', 'helpfull', 'location', 'near', 'time', 'square', 'would', 'like', 'stay', 'family']",5.0
"['great', 'location', 'hotel', '\n', 'detail', 'could', 'bit', 'seasoned', 'accomation', 'clean', 'comfortable']",4.0
"['like', 'lot', 'hotel', 'come', 'back', '\n', 'clean', 'big', 'room', 'quiet', 'slept', 'excellent']",5.0
"['small', 'room', 'old', 'furniture', 'loud', 'conditioning', 'average', 'cleanliness', 'wifi', 'nt', 'work', 'yet', 'location', 'perfect', 'woth', 'money', 'paid']",3.0
"['time', 'sq', 'around', 'corner', 'ace', 'subway', 'excellent', 'price', 'ca', 'nt', 'beat', 'middle', 'action']",4.0
"['block', 'away', 'time', 'square', 'great', 'location', ' ', 'great', 'little', 'pub', 'next', 'door', 'friendly', 'staff']",3.0
"['best', 'location', 'simple', 'clean', 'good', 'hospitality', 'good', 'money']",4.0
"['security', 'lacking', 'hotel', '\n', 'two', 'guest', 'room', 'burglarized', 'night', 'last', 'week', '\n', 'july', '16', '\n', 'stay', 'risk']",1.0
"['dump', '\n', 'sure', 'enough', 'sleep', 'get', 'biten', 'bed', 'bug', '\n', 'place', 'disgusting', 'forewarned', '\n', 'barely', '5', 'star']",1.0
"['stayed', 'december', 'room', 'fine', 'location', 'spot', 'right', 'next', 'time', 'square', 'would', 'recommend', 'stay']",4.0
"['room', '6th', 'floor', 'great', 'size', 'loved', 'bed', 'staff', 'stellar', 'cool', 'botique', 'hotel', 'funky', 'still', 'sophisticated']",5.0
"['room', 'nt', 'quite', 'right', 'nt', 'get', 'maid', 'service', 'make', 'friendly', 'staff', 'location', 'helped', 'lot']",3.0
"['put', 'u', 'basement', 'room', 'complained', 'said', ' ', 'next', 'time', 'tell', 'nt', 'want', 'basement', 'really']",1.0
"['word', 'describe', 'stay', 'friendly', 'helpful', 'staff', 'room', 'clean', 'overall', 'great', 'experience', 'sure', 'come', 'back']",4.0
"['great', 'hotel', 'value', 'cleanliness', 'location', 'enjoyed', 'stay', 'tremendously', 'would', 'stay', 'next', 'time', 'new', 'york']",4.0
"['newyorkcity', 'definitely', 'one', 'favorite', 'city', 'world', 'hotel', 'go', 'hand', 'hand', 'city', 'except', 'sleep', 'late']",5.0
"['smallish', 'room', 'cleanhelpfulpersonable', 'stafflots', 'good', 'stuff', 'nearby']",4.0
"['clean', 'central', 'location', 'lovely', 'staff', 'great', 'time']",4.0
"['noisy', 'basic', 'price', 'pay', 'ere', 'blind', 'teh', 'window', 'let', 'th', 'noisy', 'strret', 'noise', 'go', 'trough']",2.0
